id,product,price,college,Sub Category,rating,stock,is_out_of_stock,views_count,wishlist_count,add_to_cart_count,buyers_count,discount_pct,final_price,price_range_category,stock_range,seasonality,effective_price,cart_to_view_ratio,wishlist_to_view_ratio,image
4732,Pencils And Pens Kit for engineering,45,engineering,Pencils and Pens,2.7,22,0,196,11,21,6,28.7,40.815,Medium,Medium,Summer,32.085,0.106598985,0.055837563,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4733,Art Supplies Kit for arts,270,arts,Art Supplies,3.9,20,0,202,12,16,4,17.5,231.39,High,Medium,Autumn,222.75,0.078817734,0.0591133,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969048/wallpaperflare.com_wallpaper_r1l0cl.jpg
4734,KeepSmiling High Quality Artist Brush Set with Different Sizes - 6 Pcs,82.5,arts;architecture;engineering,Brushes,3.7,15,0,213,14,19,4,27.9,78.9525,Medium,Medium,Spring,59.4825,0.088785047,0.065420561,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4735,Xin Bowen Fine Artist Canvas 280 gm Size 35*50 cm,50,arts;architecture;engineering,Canvas,4.2,25,0,214,10,24,8,6.2,43.15,Medium,Medium,Winter,46.9,0.111627907,0.046511628,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4736,Art Supplies Kit for arts,122,arts,Art Supplies,2.9,21,0,187,10,15,4,26.9,90.402,High,Medium,Spring,89.182,0.079787234,0.053191489,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969048/wallpaperflare.com_wallpaper_r1l0cl.jpg
4737,Carioca Tempera Gouache Color Jar 500 ml No.40427,142.5,arts;architecture;engineering,Colors,3.5,17,0,223,15,23,9,16.1,111.15,High,Medium,Winter,119.5575,0.102678571,0.066964286,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4738,Rulers Kit for engineering,180,engineering,Rulers,2.5,26,0,198,11,21,6,6.4,158.04,High,Medium,Winter,168.48,0.105527638,0.055276382,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4739,Rulers Kit for architecture;engineering,72.4,architecture;engineering,Rulers,4,11,0,194,6,15,4,11.7,53.1416,Medium,Medium,Autumn,63.9292,0.076923077,0.030769231,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4740,M&G Water Color Pens Set No.ACP901DP - 24 Pcs,55,arts;architecture;engineering,Colors,3.9,19,0,212,13,19,10,29.1,46.585,Medium,Medium,Spring,38.995,0.089201878,0.061032864,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4741,Anesthetic,40,faculty of agriculture,cleaning tools,3.9,18,0,170,3,18,5,28.8,33.24,Medium,Medium,Summer,28.48,0.105263158,0.01754386,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745972357/10306_lm5cr5.jpg
4742,Templates Kit for engineering,35,engineering,Templates,3.5,13,0,225,15,22,4,0.7,29.715,Medium,Medium,Autumn,34.755,0.097345133,0.066371681,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4743,beaker 250ml,50,faculty of veterinary medicine,glassware,3.8,20,0,226,14,24,10,9.2,48.2,Medium,Medium,Spring,45.4,0.105726872,0.061674009,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745970337/fvoz_14he_230404_d83dpp.jpg
4744,Templates Kit for engineering,475,engineering,Templates,4.7,18,0,220,14,27,11,27,343.9,High,Medium,Winter,346.75,0.122171946,0.063348416,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4745,Templates Kit for engineering,120,engineering,Templates,3.3,16,0,192,4,15,3,1,106.68,High,Medium,Winter,118.8,0.077720207,0.020725389,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4746,Pencils And Pens Kit for engineering,50,engineering,Pencils and Pens,3.6,17,0,207,17,15,7,28.7,47.4,Medium,Medium,Winter,35.65,0.072115385,0.081730769,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4747,Corot High Quality Artist Brushes Different Shaped Set No.0011 - 6 Pcs,85,arts;architecture;engineering,Brushes,2.7,21,0,166,9,18,5,11.6,60.86,Medium,Medium,Winter,75.14,0.107784431,0.053892216,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4748,KeepSmiling Unwashable Glass Liner Tupe No.7921 - Different Colors,139.5,arts;architecture;engineering,Art Supplies,2.8,19,0,213,13,24,4,3.4,136.8495,High,Medium,Summer,134.757,0.112149533,0.060747664,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4749,Rulers Kit for engineering,175,engineering,Rulers,3.6,15,0,201,10,19,6,9,140.875,High,Medium,Winter,159.25,0.094059406,0.04950495,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4750,plastic dropper,3,faculty of bio technology,liquid handling,4.3,20,0,197,8,18,7,24.2,2.193,Low,Medium,Winter,2.274,0.090909091,0.04040404,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969552/Pngtree_microscope_with_lab_glassware_science_17031040_cawpip.png
4751,Artino Gold Leaves Foils - 10 Sheets,5.5,arts;architecture;engineering,Art Supplies,3.3,20,0,219,9,23,6,30,5.2745,Low,Medium,Summer,3.85,0.104545455,0.040909091,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4752,glass ionemer cement ,650,faculty of dentistry,chemical tools,3.3,21,0,204,6,21,7,4,557.05,High,Low,Spring,624,0.102439024,0.029268293,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
4753,Tie-Dye Fabric Colors Full Kit 25 gm No.151617,8,arts;architecture;engineering,Colors,3.2,20,0,197,10,19,4,19.1,6.368,Low,Medium,Spring,6.472,0.095959596,0.050505051,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4754,Idea Sticky Magic Tape with Tape Dispenser 18 mm * 25 mm No.1825,346,arts;architecture;engineering,Art Supplies,3.1,27,0,206,7,24,9,27.8,279.568,High,Medium,Summer,249.812,0.115942029,0.033816425,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4755,Cokai Plastic Sanitary Drawing Template No.KJ-017,27.5,arts;architecture;engineering,Templates,3.7,19,0,188,10,15,2,27,22.275,Low,Medium,Summer,20.075,0.079365079,0.052910053,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4756,Star 5500 Colored Spray Paint - 400 ml,36,arts;architecture;engineering,Art Supplies,2.4,22,0,195,11,21,4,11.5,35.496,Medium,Medium,Winter,31.86,0.107142857,0.056122449,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4757,Laboratory Towel,15,laboratory  tools,cleaning supplies,4.5,20,0,225,11,25,11,26,13.83,Low,Medium,Spring,11.1,0.110619469,0.048672566,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745968856/freepik__the-style-is-candid-image-photography-with-natural__12398_kpoazp.png
4758,5 Regular Tubes,25,laboratory  tools,chemical tools,3,22,0,221,8,28,11,5.7,21.35,Low,Medium,Summer,23.575,0.126126126,0.036036036,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745968856/freepik__the-style-is-candid-image-photography-with-natural__12398_kpoazp.png
4759,latex gloves,2,faculty of nursing,safety equipment,4,15,0,209,10,28,9,19,1.97,Low,Medium,Autumn,1.62,0.133333333,0.047619048,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745970641/43339_l3ncbo.jpg
4760,Magnifying glass,2,faculty of agriculture,safety equipment,2.5,18,0,205,14,20,3,17.9,1.672,Low,Low,Winter,1.642,0.097087379,0.067961165,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745972357/10306_lm5cr5.jpg
4761,Rulers Kit for engineering,15,engineering,Rulers,4,18,0,182,9,17,5,23.5,14.61,Low,Medium,Winter,11.475,0.092896175,0.049180328,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4762,moss,5,plant anatomy,chemical tools,4,15,0,205,9,20,9,6.9,4.165,Low,Medium,Summer,4.655,0.097087379,0.04368932,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969356/Pngtree_soybean_plant_that_can_be_15753700_hesoc5.png
4763,Art Rangers Oil Color Set 12 ml No.EO2412C-4 - 24 Color,280,arts;architecture;engineering,Colors,3.8,20,0,194,11,22,7,18.9,255.36,High,Medium,Autumn,227.08,0.112820513,0.056410256,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4764,KeepSmiling Artist Flat Brush High Quality Set No.A6118F - 6 Pcs,125,arts;architecture;engineering,Brushes,2.8,29,0,210,11,12,2,18.3,115,High,Medium,Autumn,102.125,0.056872038,0.052132701,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4765,K-MAX Drawing Design Colored Canson Paper Sketch 35*25 - 12 Sheets,149.5,arts;architecture;engineering,Drawing Sketch,3.7,19,0,199,6,16,7,2.5,142.922,High,Medium,Autumn,145.7625,0.08,0.03,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4766,manual files extralong ,350,faculty of dentistry,chemical tools,2.6,18,0,210,8,27,11,9.9,334.25,High,Medium,Autumn,315.35,0.127962085,0.037914692,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
4767,Art Supplies Kit for arts,198,arts,Art Supplies,3.3,17,0,195,10,16,5,6.2,176.616,High,Medium,Autumn,185.724,0.081632653,0.051020408,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969048/wallpaperflare.com_wallpaper_r1l0cl.jpg
4768,flowable ,400,faculty of dentistry,chemical tools,4.3,15,0,222,10,19,8,30,368.8,High,Medium,Winter,280,0.085201794,0.044843049,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
4769,High Qaulity Single Painting Brush - 5 cm,34,arts;architecture;engineering,Brushes,4.1,10,0,237,10,31,5,29.7,32.572,Medium,Medium,Winter,23.902,0.130252101,0.042016807,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4770,composite tokoyama,200,faculty of dentistry,chemical tools,3.5,17,0,181,9,16,5,7.6,165.8,High,Medium,Spring,184.8,0.087912088,0.049450549,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
4771,K-MAX White Wooden Board Size 60*80,115,arts;architecture;engineering,Art Boards and Bags,2.8,18,0,218,9,19,4,24.3,87.285,High,Medium,Autumn,87.055,0.086757991,0.04109589,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4772,M&G Premium Quality Palette Of Acrylic Color 6 Colors No.AP976R1,24,arts;architecture;engineering,Colors,4,23,0,211,9,27,10,24.5,16.968,Low,Medium,Autumn,18.12,0.127358491,0.04245283,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4773,Drawing Sketch Kit for arts;architecture;engineering,27,arts;architecture;engineering,Drawing Sketch,3.5,22,0,202,12,19,10,28.1,24.084,Low,High,Spring,19.413,0.093596059,0.0591133,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4774,M&G 30 ml Acrylic Color Set No.APLN6597 - 6 Colors,268,arts;architecture;engineering,Colors,1.8,16,0,186,9,18,8,3.9,221.1,High,Medium,Autumn,257.548,0.096256684,0.048128342,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4775,Drawing Sketch Kit for engineering,110,engineering,Drawing Sketch,4.1,15,0,198,13,20,6,20,98.78,High,Medium,Summer,88,0.100502513,0.065326633,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4776,KeepSmiling Chisel Tip Artist Brushe Set No.HS9008 - 9 Pcs,65,arts;architecture;engineering,Brushes,3.5,21,0,215,16,26,8,6.2,52.26,Medium,Medium,Summer,60.97,0.12037037,0.074074074,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4777,K-MAX Art Works Artist Canvas 380 gm Size 30*60 cm No.HC-3060,95,arts;architecture;engineering,Canvas,4.4,13,0,202,15,14,7,19.7,89.87,High,Medium,Autumn,76.285,0.068965517,0.073891626,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4778,KeepSmiling Artist Flat Brush High Quality Set No.A6118F - 6 Pcs,125,arts;architecture;engineering,Brushes,2.7,19,0,203,8,17,6,26.2,115,High,Medium,Autumn,92.25,0.083333333,0.039215686,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4779,spreaders ,65,faculty of dentistry,chemical tools,1.1,20,0,190,9,20,3,2.4,46.8,Medium,Medium,Summer,63.44,0.104712042,0.047120419,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
4780,flexible curve ruler ALWAN,60,engineering,Rulers,3.7,18,0,227,11,22,4,19.1,56.4,Medium,Medium,Summer,48.54,0.096491228,0.048245614,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4781,Pencils And Pens Kit for engineering,35,engineering,Pencils and Pens,3.7,20,0,209,14,18,9,16.1,27.65,Low,Medium,Autumn,29.365,0.085714286,0.066666667,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4782,M&G 8 Slot White Color Palette No.APE97708,40.5,arts;architecture;engineering,Color Pallets,2.2,17,0,208,11,20,5,5.3,30.3345,Medium,Medium,Autumn,38.3535,0.09569378,0.052631579,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4783,sectional matrix ,350,faculty of dentistry,chemical tools,2.8,20,0,207,8,29,6,7.1,304.5,High,Medium,Autumn,325.15,0.139423077,0.038461538,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
4784,latex gloves,3,faculty of veterinary medicine,safety equipment,5,24,0,218,11,13,5,15.6,2.4,Low,Medium,Summer,2.532,0.059360731,0.050228311,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745970337/fvoz_14he_230404_d83dpp.jpg
4785,Matloub Single Angle Painting Brush Size.20,73.5,arts;architecture;engineering,Brushes,3.3,25,0,204,5,16,7,25.8,60.1965,Medium,Medium,Autumn,54.537,0.07804878,0.024390244,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4786,Rulers Kit for architecture;engineering - arts,59,architecture;engineering - arts,Rulers,4,15,0,180,12,10,2,20.3,44.427,Medium,Medium,Summer,47.023,0.055248619,0.066298343,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4787,Rulers Kit for engineering,50,engineering,Rulers,3,19,0,200,10,21,5,0.8,42.9,Medium,Medium,Spring,49.6,0.104477612,0.049751244,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4788,Plastic Interior Finish Template 1-100 No.8046,63,arts;architecture;engineering,Templates,1.9,17,0,214,12,12,6,3.8,45.675,Medium,Medium,Summer,60.606,0.055813953,0.055813953,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4789,Rulers Kit for architecture;engineering,72.4,architecture;engineering,Rulers,3.4,17,0,213,8,21,2,26.5,53.1416,Medium,Medium,Autumn,53.214,0.098130841,0.037383178,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4790,KeepSmiling High Quality Painting Gloves Different Sizes No.0352,78,arts;architecture;engineering,Art Supplies,3.3,22,0,203,10,25,11,19.6,72.072,Medium,Medium,Winter,62.712,0.12254902,0.049019608,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4791,Art Rangers Oil Color Set 12 ml No.EO0612C - 6 Color,280,arts;architecture;engineering,Colors,3.2,22,0,194,10,14,1,0.5,209.72,High,Medium,Spring,278.6,0.071794872,0.051282051,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4792,Rulers Kit for engineering,30,engineering,Rulers,3.4,25,0,211,11,19,3,17.9,23.79,Low,Medium,Autumn,24.63,0.089622642,0.051886792,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4793,6-eye rack,10,faculty of agriculture,storage equipment,3.7,25,0,196,13,18,8,5.1,7.86,Low,Medium,Winter,9.49,0.091370558,0.065989848,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745972357/10306_lm5cr5.jpg
4794,MY Tie Dye Kit No.MY280 - 1 Color,65,arts;architecture;engineering,Colors,3.4,22,0,213,13,20,5,27.6,49.4,Medium,Medium,Spring,47.06,0.093457944,0.060747664,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4795,Standard Wick Pencil No.8000,160,arts;architecture;engineering,Pencils and Pens,2.6,23,0,190,10,21,5,3.7,154.08,High,Medium,Winter,154.08,0.109947644,0.052356021,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4796,KeepSmiling Mini Detail Linner Brushes Set - 6 Pcs,85,arts;architecture;engineering,Brushes,3.9,22,0,200,14,10,4,2.3,71.825,Medium,Medium,Spring,83.045,0.049751244,0.069651741,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4797,Rulers Kit for architecture;engineering - arts,6.75,architecture;engineering - arts,Rulers,2,19,0,197,9,23,7,19.3,5.64975,Low,Medium,Spring,5.44725,0.116161616,0.045454545,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4798,MS Plastic Nuts Template,21.5,arts;architecture;engineering,Templates,2,21,0,187,9,23,6,23.8,21.0055,Low,Medium,Autumn,16.383,0.122340426,0.04787234,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4799,Carioca Tempera Gouache Color Jar 500 ml No.40427,140,arts;architecture;engineering,Colors,4.1,18,0,201,11,19,7,8.2,113.68,High,Medium,Winter,128.52,0.094059406,0.054455446,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4800,Templates Kit for engineering,60,engineering,Templates,3.9,18,0,214,10,27,10,9,47.1,Medium,Medium,Summer,54.6,0.125581395,0.046511628,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4801,K-MAX Silicon Tip Pen Brush Set No.6086 - 5 Pcs,54,arts;architecture;engineering,Brushes,3.5,20,0,196,9,18,8,10.7,42.444,Medium,Medium,Summer,48.222,0.091370558,0.045685279,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4802,Corot High Quality Artist Brushes Different Shaped Set No.0011 - 6 Pcs,85,arts;architecture;engineering,Brushes,2.5,20,0,185,6,20,4,23,60.86,Medium,Medium,Winter,65.45,0.107526882,0.032258065,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4803,MY Pearl 3D Paint Pens No.MY289 - 4 Pcs,75,arts;architecture;engineering,Colors,3,20,0,202,11,19,6,7.9,53.325,Medium,Medium,Winter,69.075,0.093596059,0.054187192,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4804,KeepSmiling High Quality Gesso Brushes Set No.A6085N - 3 Pcs,75,arts;architecture;engineering,Brushes,3.3,28,0,180,6,11,4,2.6,63.825,Medium,Medium,Winter,73.05,0.060773481,0.033149171,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4805,KeepSmiling High Quality Different Shaped Artist Brushes Set No.A6900 - 9 Pcs,126,arts;architecture;engineering,Brushes,2.3,22,0,179,6,12,2,9.3,124.866,High,Medium,Summer,114.282,0.066666667,0.033333333,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4806,Templates Kit for engineering,475,engineering,Templates,2.9,31,0,189,7,18,6,29,452.2,High,Medium,Spring,337.25,0.094736842,0.036842105,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4807,KeepSmiling Chisel Tip Artist Brushe Set No.HS9008 - 9 Pcs,65,arts;architecture;engineering,Brushes,4,20,0,175,10,27,4,13,52.26,Medium,Medium,Summer,56.55,0.153409091,0.056818182,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4808,No.1 Colored Spray Paint - 400 ml,26,arts;architecture;engineering,Art Supplies,4.6,20,0,221,8,18,5,16.8,21.528,Low,Medium,Autumn,21.632,0.081081081,0.036036036,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4809,Rotring Centro Acrylic Superior Quality 45° Aristotle Triangle With Grip No.0699270 - 30 cm,29,arts;architecture;engineering,Art Supplies,3.2,25,0,213,17,27,6,22.9,26.68,Low,Medium,Summer,22.359,0.126168224,0.079439252,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4810,glass watch 7cm,25,faculty of veterinary medicine,chemical tools,4.1,20,0,203,12,26,8,16.8,20.525,Low,Medium,Summer,20.8,0.12745098,0.058823529,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745970337/fvoz_14he_230404_d83dpp.jpg
4811,Rulers Kit for architecture;engineering - arts,62,architecture;engineering - arts,Rulers,2.1,17,0,193,9,18,4,19.7,55.304,Medium,Medium,Spring,49.786,0.092783505,0.046391753,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4812,Art Rangers Acrylic Marker 60 ml No.86060,67,arts;architecture;engineering,Colors,4,14,0,191,10,19,7,26.4,53.6,Medium,Medium,Autumn,49.312,0.098958333,0.052083333,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4813,Box,40,laboratory  tools,glassware,2.9,23,0,194,3,19,3,11.2,29.8,Medium,Medium,Spring,35.52,0.097435897,0.015384615,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745968856/freepik__the-style-is-candid-image-photography-with-natural__12398_kpoazp.png
4814,Flamaster Color Marker - 24 Pcs,192,arts;architecture;engineering,Art Supplies,3.7,21,0,185,12,21,8,3.3,152.448,High,Medium,Autumn,185.664,0.112903226,0.064516129,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4815,Art Rangers Acrylic Marker 60 ml No.86060,67,arts;architecture;engineering,Colors,3.3,18,0,220,9,17,3,2.8,57.218,Medium,Medium,Autumn,65.124,0.076923077,0.040723982,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4816, Beaker 150m,50,laboratory  tools,glassware,4.5,23,0,197,6,18,5,23.5,49.55,Medium,Medium,Autumn,38.25,0.090909091,0.03030303,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745968856/freepik__the-style-is-candid-image-photography-with-natural__12398_kpoazp.png
4817,Tube Holder,5,laboratory  tools,chemical tools,2.8,16,0,178,11,14,5,19.6,3.715,Low,Medium,Autumn,4.02,0.078212291,0.061452514,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745968856/freepik__the-style-is-candid-image-photography-with-natural__12398_kpoazp.png
4818,Pencils And Pens Kit for arts;architecture;engineering,158,arts;architecture;engineering,Pencils and Pens,4,16,0,182,8,23,5,17,122.134,High,Medium,Winter,131.14,0.12568306,0.043715847,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4819,erlenmeyer 250ml,15,laboratory  tools,glassware,3.3,17,0,219,11,16,6,27.9,13.65,Low,Medium,Summer,10.815,0.072727273,0.05,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745968856/freepik__the-style-is-candid-image-photography-with-natural__12398_kpoazp.png
4820,Faber-Castell High Quality Soft Charcoal Pencil Pitt,27,arts;architecture;engineering,Pencils and Pens,3.4,15,0,211,14,24,11,18.8,26.595,Low,Medium,Winter,21.924,0.113207547,0.066037736,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4821,6-hole rack,10,chemical tools,storage equipment,3.4,17,0,211,13,20,5,1.4,9.79,Low,Medium,Winter,9.86,0.094339623,0.061320755,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969883/freepik__the-style-is-candid-image-photography-with-natural__12399_ngrodu.png
4822,manual files(15_40)(45-80) ,45,faculty of dentistry,chemical tools,2.9,20,0,197,8,22,0,14.1,44.145,Medium,Medium,Autumn,38.655,0.111111111,0.04040404,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
4823,Templates Kit for engineering,60,engineering,Templates,3.5,23,0,189,13,24,7,6.4,47.1,Medium,Medium,Summer,56.16,0.126315789,0.068421053,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4824,KeepSmiling High Quality Artist Different Shaped Brushes No.A6308 - 12 Pcs,55,arts;architecture;engineering,Brushes,3.5,22,0,201,9,18,8,18.6,42.24,Medium,Medium,Summer,44.77,0.089108911,0.044554455,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4825,Star 5500 Colored Spray Paint - 400 ml,26,arts;architecture;engineering,Art Supplies,3.7,22,0,206,10,17,6,5.6,20.462,Low,Medium,Summer,24.544,0.082125604,0.048309179,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4826,Art Supplies Kit for arts,80,arts,Art Supplies,3.6,22,0,192,10,21,7,19.3,62.48,Medium,Medium,Spring,64.56,0.10880829,0.051813472,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969048/wallpaperflare.com_wallpaper_r1l0cl.jpg
4827,Drawing Sketch Kit for arts;architecture;engineering,72,arts;architecture;engineering,Drawing Sketch,4.1,17,0,185,5,31,11,26.5,54.288,Medium,Medium,Autumn,52.92,0.166666667,0.02688172,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4828,Canson 45° Aristotle Acrylic Triangle with Plastic Grip No.8035 - 35 cm,138,arts;architecture;engineering,Art Supplies,4.2,19,0,193,10,22,9,2.3,114.402,High,Medium,Winter,134.826,0.113402062,0.051546392,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
4829,pipette holder,135,faculty of bio technology,liquid handling,2.7,18,0,187,10,22,4,7.8,133.92,High,Medium,Autumn,124.47,0.117021277,0.053191489,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969552/Pngtree_microscope_with_lab_glassware_science_17031040_cawpip.png
